,subject_cluster_subject_cluster,vehicle_cluster_vehicle_cluster,location_cluster_location_cluster,officer_cluster_officer_cluster,action_cluster_action_cluster,date_cluster_date_cluster,occurrences,Cluster_kmeans
20051,6,0,2,1,0,5,4,6
20052,9,0,5,1,11,5,1,6
20053,4,0,1,7,0,3,1,1
20054,1,0,1,1,20,5,3,9
20055,12,0,3,5,41,7,1,4
20056,10,0,0,7,68,3,1,1
20057,0,0,4,7,85,3,1,1
20058,11,0,0,7,68,3,1,1
20059,0,0,4,7,0,3,8,1
20060,9,0,4,7,63,3,1,1
20061,3,0,8,7,5,3,1,1
20062,7,0,1,6,54,13,1,3
20063,1,0,0,0,5,11,9,0
20064,5,0,3,5,1,11,1,4
20065,1,1,2,5,6,11,1,4
20066,8,90,5,0,18,9,1,0
20067,15,38,10,3,2,13,1,7
20068,1,0,1,3,41,3,1,7
20069,5,0,3,5,78,3,1,4
20070,1,4,10,0,7,9,1,0
20071,14,0,2,5,48,3,1,4
20072,0,0,1,0,19,11,2,5
20073,2,0,2,3,0,3,2,5
20074,16,0,2,5,38,3,1,4
20075,2,0,12,3,5,3,2,5
20076,0,0,0,0,47,9,1,0
20077,2,0,5,3,91,3,1,7
20078,7,0,2,3,27,7,1,4
20079,4,0,1,5,11,11,2,5
20080,10,0,0,3,48,3,1,7
20081,6,31,3,0,44,3,1,0
20082,2,8,0,3,3,13,1,7
20083,12,0,0,3,21,13,1,7
20084,16,0,0,5,7,11,3,7
20085,1,0,6,2,3,3,2,5
20086,6,30,3,1,21,9,1,6
20087,2,0,6,7,62,3,1,1
20088,6,0,1,5,6,13,1,4
20089,0,11,1,1,17,9,3,6
20090,1,68,1,6,20,3,1,3
20091,16,0,0,5,64,13,1,7
20092,4,5,1,6,25,3,1,3
20093,6,35,12,1,2,13,1,6
20094,6,0,5,2,7,11,1,2
20095,0,0,0,7,5,8,5,1
20096,10,0,10,7,0,8,3,1
20097,15,0,10,7,0,8,1,1
20098,3,0,0,7,65,8,1,1
20099,0,0,3,7,5,8,6,1
20100,11,0,8,7,20,8,1,1
20101,3,75,1,0,0,11,1,0
20102,7,75,1,0,0,11,1,0
20103,1,0,4,4,1,11,1,8
20104,1,0,2,3,10,11,3,4
20105,0,22,0,2,5,8,1,2
20106,0,0,5,4,1,11,1,8
20107,13,0,10,4,1,8,1,8
20108,1,0,5,3,10,11,1,7
20109,0,60,4,2,1,8,1,2
20110,0,0,4,4,33,11,1,8
20111,0,0,2,3,20,11,2,5
20112,5,0,8,4,4,11,1,8
20113,8,5,3,1,7,8,1,6
20114,10,0,10,7,5,8,2,5
20115,4,49,10,7,35,8,1,1
20116,4,65,3,7,18,8,1,1
20117,2,65,1,7,54,8,1,1
20118,5,0,3,7,80,8,1,1
20119,3,65,2,7,18,8,1,1
20120,11,0,1,7,80,8,1,1
20121,1,83,10,7,5,8,1,1
20122,1,0,3,1,12,8,1,9
20123,1,0,0,4,5,11,1,8
20124,2,0,6,7,54,8,4,1
20125,10,2,0,7,7,8,1,1
20126,4,0,1,7,67,8,1,1
20127,1,0,4,7,65,8,1,1
20128,1,10,5,7,56,8,1,1
20129,1,83,2,7,2,8,1,1
20130,9,93,1,7,2,8,1,1
20131,7,0,1,7,0,8,5,1
20132,3,0,7,7,15,5,2,5
20133,1,63,1,1,0,8,1,9
20134,1,9,5,1,86,8,1,9
20135,0,9,1,1,86,8,1,6
20136,16,76,1,5,5,13,1,4
20137,16,76,0,5,5,13,1,7
20138,9,0,1,7,10,13,3,1
20139,12,12,0,4,4,8,1,8
20140,0,0,1,4,10,13,1,8
20141,4,28,8,4,17,13,1,8
20142,2,42,0,7,5,11,1,1
20143,5,26,3,7,5,13,1,1
20144,2,0,2,7,6,1,3,1
20145,2,0,6,7,0,1,5,1
20146,4,0,6,7,0,1,2,5
20147,0,0,2,5,52,8,1,4
20148,16,88,2,5,17,8,1,4
20149,1,54,1,6,7,0,1,3
20150,0,3,1,1,0,1,2,6
20151,0,36,5,1,32,3,1,6
20152,0,86,3,6,7,0,1,3
20153,1,86,1,6,7,0,1,3
20154,1,8,8,1,47,5,1,9
20155,0,0,1,6,5,1,12,3
20156,1,50,5,1,17,3,1,9
20157,1,12,8,1,0,3,1,9
20158,4,0,0,7,41,1,2,5
20159,5,0,1,5,91,0,1,4
20160,9,12,4,2,13,0,1,2
20161,3,0,2,1,0,14,6,6
20162,3,0,10,0,44,1,1,0
20163,8,0,2,1,0,1,4,6
20164,1,0,0,1,6,11,3,9
20165,1,82,0,1,7,1,1,9
20166,1,30,2,1,18,11,1,9
20167,2,77,1,6,89,1,1,3
20168,1,0,0,6,10,1,2,5
20169,8,0,8,1,5,1,1,6
20170,0,0,1,6,1,13,2,5
20171,5,13,0,1,24,11,1,6
20172,6,0,8,1,3,1,2,5
20173,14,3,1,1,0,13,1,6
20174,12,3,6,1,0,13,1,6
20175,1,0,6,1,0,13,1,9
20176,4,0,0,1,0,13,2,5
20177,6,0,3,1,3,8,8,6
20178,11,0,6,7,1,1,1,1
20179,2,0,0,2,5,14,1,7
20180,0,26,1,2,86,14,1,2
20181,16,0,6,7,11,1,1,1
20182,6,0,0,2,0,14,1,2
20183,1,0,1,2,63,14,1,2
20184,0,79,1,1,0,14,1,6
20185,1,51,10,7,12,0,1,1
20186,9,0,1,6,48,14,2,5
20187,1,11,1,1,42,11,1,9
20188,7,41,2,1,8,11,1,6
20189,0,42,0,1,8,11,1,6
20190,0,0,1,6,48,14,7,3
20191,0,8,1,6,89,0,1,3
20192,0,0,10,1,0,1,8,6
20193,0,49,1,1,7,1,1,6
20194,7,2,1,6,35,13,1,3
20195,1,71,3,1,7,1,1,9
20196,0,2,0,6,35,0,1,3
20197,6,26,4,6,5,0,1,3
20198,1,71,1,1,7,1,1,9
20199,7,0,1,6,27,0,1,3
20200,1,90,1,0,18,0,1,0
20201,1,0,2,1,91,11,1,9
20202,0,88,10,1,39,8,1,6
20203,1,63,2,1,5,8,1,9
20204,0,3,2,1,7,11,1,6
20205,1,0,5,2,5,14,4,2
20206,1,0,5,0,5,12,3,0
20207,4,0,11,7,0,12,1,1
20208,2,47,2,0,0,2,1,0
20209,6,13,3,0,18,12,1,0
20210,6,0,10,1,5,2,1,6
20211,3,83,0,1,5,2,1,6
20212,5,0,9,1,5,2,1,6
20213,13,0,3,1,0,2,2,5
20214,1,0,3,1,20,2,3,9
20215,0,0,11,7,52,9,1,1
20216,9,0,11,7,78,9,1,1
20217,0,75,1,0,5,0,1,0
20218,9,91,1,0,0,0,1,0
20219,1,0,0,7,10,4,3,1
20220,1,2,1,1,17,4,1,9
20221,1,14,4,1,17,4,1,9
20222,0,0,0,1,7,4,1,6
20223,1,9,3,1,0,4,1,9
20224,4,0,1,0,14,0,1,0
20225,1,0,1,1,7,6,6,9
20226,12,0,3,7,7,6,1,1
20227,1,0,3,1,0,6,29,9
20228,3,0,4,1,0,6,1,6
20229,9,0,1,1,0,6,6,6
20230,5,43,3,1,10,6,1,6
20231,1,90,1,1,3,6,1,9
20232,1,80,5,1,0,6,1,9
20233,7,90,1,1,0,6,1,6
20234,1,0,2,5,7,4,3,4
20235,1,21,5,1,17,10,1,9
20236,1,0,0,2,3,0,3,2
20237,4,0,1,5,34,9,1,4
20238,16,0,1,1,28,0,1,6
20239,1,7,1,1,3,6,1,9
20240,12,0,2,1,0,6,1,6
20241,0,39,1,1,39,6,1,6
20242,1,0,8,2,7,12,1,2
20243,12,0,1,1,0,0,2,5
20244,0,0,6,2,5,12,1,2
20245,1,67,1,2,20,12,1,2
20246,3,0,10,1,11,0,1,6
20247,1,11,4,2,4,0,1,2
20248,1,0,0,3,6,12,2,5
20249,5,0,3,1,11,12,4,6
20250,1,25,4,2,11,0,1,2
20251,4,0,0,7,5,0,2,5
20252,1,21,1,2,0,12,1,2
20253,0,0,8,7,5,0,2,5
20254,7,83,1,2,20,12,1,2
20255,1,83,4,2,44,12,1,2
20256,12,0,12,7,5,12,1,1
20257,0,4,4,2,8,12,1,2
20258,2,0,1,6,0,4,9,3
20259,8,0,1,1,3,6,14,6
20260,2,0,6,7,49,12,1,1
20261,2,0,2,7,62,9,1,1
20262,4,0,1,7,3,4,1,1
20263,2,0,2,7,14,4,3,1
20264,1,22,1,1,39,6,1,9
20265,11,0,2,7,0,12,1,1
20266,1,0,1,7,0,3,9,1
20267,12,21,1,1,28,6,1,6
20268,5,42,0,1,80,6,1,6
20269,1,0,4,1,3,6,2,5
20270,15,5,14,7,32,3,1,1
20271,2,0,0,7,92,10,1,1
20272,0,0,0,1,10,6,2,5
20273,5,35,1,1,21,6,1,6
20274,1,24,0,7,27,10,1,1
20275,3,0,1,1,4,6,1,6
20276,1,0,2,1,7,6,1,9
20277,5,0,9,1,11,6,1,6
20278,3,0,2,5,61,6,1,4
20279,2,0,0,7,38,10,1,1
20280,1,0,2,1,1,6,1,9
20281,5,0,2,1,11,6,6,6
20282,2,0,1,7,73,9,1,1
20283,1,24,3,2,10,4,1,2
20284,1,34,0,2,17,4,1,2
20285,0,51,8,7,70,10,1,1
20286,0,0,0,7,70,10,1,1
20287,1,26,4,7,70,10,1,1
20288,3,9,4,7,70,0,1,1
20289,1,72,0,7,31,10,1,1
20290,1,25,0,7,18,12,1,1
20291,3,0,13,7,0,12,1,1
20292,1,0,4,7,10,12,1,1
20293,1,0,5,1,81,12,1,9
20294,1,7,0,2,10,4,1,2
20295,1,0,2,5,54,9,1,4
20296,1,98,3,1,28,9,1,9
20297,2,0,4,7,5,12,4,1
20298,0,0,4,7,0,12,10,1
20299,11,0,0,7,0,12,3,1
20300,3,0,2,7,5,12,2,5
20301,5,0,4,7,5,12,1,1
20302,1,34,1,1,21,3,1,9
20303,1,0,1,1,32,10,3,9
20304,9,0,5,2,0,0,2,5
20305,1,68,4,2,4,0,1,2
20306,1,0,1,2,69,0,1,2
20307,0,0,3,1,57,12,1,6
20308,4,0,0,1,5,14,2,5
20309,1,2,3,2,5,6,1,2
20310,1,0,4,2,11,12,1,2
20311,2,0,5,2,0,12,1,2
20312,9,0,8,7,1,12,2,5
20313,1,0,0,2,10,12,2,5
20314,2,0,0,7,6,12,4,1
20315,0,25,3,2,5,12,1,2
20316,5,0,2,7,5,12,2,5
20317,0,9,5,2,86,0,1,2
20318,4,0,10,7,5,12,2,5
20319,0,72,1,2,86,0,1,2
20320,1,15,3,2,3,12,1,2
20321,1,21,1,2,21,4,1,2
20322,1,21,14,2,21,4,1,2
20323,11,0,3,2,79,4,1,2
20324,1,0,1,0,81,4,1,0
20325,1,0,5,0,56,4,1,0
20326,0,0,5,0,85,4,1,0
20327,1,0,1,7,10,6,1,1
20328,10,0,1,7,32,3,1,1
20329,12,34,2,1,18,6,1,6
20330,3,0,4,1,11,6,1,6
20331,3,0,0,1,11,4,3,6
20332,8,14,0,4,80,3,1,8
20333,1,0,8,1,7,6,1,9
20334,1,12,0,7,27,10,1,1
20335,2,33,2,1,13,6,1,6
20336,12,0,0,0,31,12,1,0
20337,10,0,8,4,1,6,1,8
20338,11,0,0,7,40,4,2,5
20339,1,0,11,1,5,4,2,5
20340,7,0,3,0,5,8,3,0
20341,12,0,8,7,5,9,1,1
20342,1,0,11,7,0,9,3,1
20343,0,0,1,0,1,1,3,0
20344,0,0,1,0,3,4,1,0
20345,5,0,1,7,68,5,1,1
20346,0,38,1,0,18,4,1,0
20347,9,0,6,0,1,1,1,0
20348,1,0,1,7,68,5,1,1
20349,12,0,6,0,51,0,1,0
20350,1,0,1,0,11,4,1,0
20351,2,40,5,7,5,13,1,1
20352,6,0,1,0,1,0,2,5
20353,1,0,4,1,56,6,1,9
20354,6,0,1,1,44,6,1,6
20355,1,35,1,1,3,2,2,9
20356,5,11,1,6,6,2,1,3
20357,0,0,1,6,0,4,10,3
20358,14,0,1,6,5,4,1,3
20359,6,0,1,6,91,4,1,3
20360,1,0,1,6,1,6,4,3
20361,1,0,2,1,76,4,1,9
20362,0,18,1,1,17,4,1,6
20363,1,18,2,1,21,4,1,9
20364,4,0,8,7,20,4,1,1
20365,1,93,1,1,3,4,2,9
20366,0,9,3,1,86,4,1,6
20367,13,0,7,7,10,4,1,1
20368,2,0,7,7,53,4,2,5
20369,13,38,7,7,67,4,1,1
20370,5,0,5,0,0,0,2,5
20371,0,2,1,0,17,0,1,0
20372,1,8,1,1,3,6,1,9
20373,6,0,3,1,3,6,4,6
20374,0,0,5,1,47,6,1,6
20375,6,77,1,1,56,6,1,6
20376,6,50,1,1,56,6,1,6
20377,11,0,1,1,56,6,1,6
20378,1,0,2,1,10,6,3,9
20379,8,0,3,1,0,6,1,6
20380,1,0,7,7,26,4,1,1
20381,14,0,0,7,5,4,2,5
20382,12,0,0,7,43,4,1,1
20383,12,0,0,7,0,4,2,5
20384,5,0,7,7,0,4,4,1
20385,6,0,0,7,6,4,1,1
20386,15,0,0,7,57,4,1,1
20387,10,0,0,7,57,4,2,5
20388,10,0,0,7,31,0,2,5
20389,7,0,6,0,70,4,1,0
20390,16,0,2,7,61,4,1,1
20391,1,0,3,0,70,4,4,0
20392,6,0,3,0,70,6,1,0
20393,3,0,7,7,61,4,1,1
20394,0,0,3,0,48,4,1,0
20395,2,0,0,0,10,4,2,5
20396,2,0,0,5,6,4,1,7
20397,5,30,1,0,4,14,1,0
20398,1,15,1,6,12,2,1,3
20399,10,0,3,0,55,4,1,0
20400,1,0,5,1,11,4,3,9
20401,1,31,5,0,3,4,1,0
20402,12,39,0,1,92,4,1,6
20403,1,0,0,0,76,12,1,0
20404,1,0,2,5,85,4,2,5
20405,3,0,0,0,27,14,1,0
20406,0,0,3,0,40,4,1,0
20407,1,0,0,0,10,4,3,0
20408,1,0,4,1,10,4,2,5
20409,0,17,1,1,21,4,1,6
20410,12,0,1,1,11,4,1,6
20411,0,0,10,0,3,4,1,0
20412,1,2,3,0,3,4,1,0
20413,1,26,1,6,61,6,1,3
20414,3,0,8,4,15,4,1,8
20415,5,0,4,6,91,6,1,3
20416,7,0,1,6,0,6,4,3
20417,1,41,0,7,72,4,1,1
20418,14,0,1,6,68,6,1,3
20419,0,14,5,4,80,4,1,8
20420,1,79,0,2,4,4,1,2
20421,1,88,3,2,17,4,1,2
20422,0,0,2,5,24,4,3,4
20423,1,21,0,2,13,4,1,2
20424,4,0,0,7,6,4,1,1
20425,11,0,14,7,5,4,1,1
20426,13,0,2,5,24,4,1,4
20427,0,0,14,7,92,4,1,1
20428,9,18,3,1,86,4,1,6
20429,1,0,2,1,28,4,1,9
20430,0,0,11,7,0,3,3,1
20431,1,0,14,7,67,3,1,1
20432,12,0,7,7,0,12,2,5
20433,5,0,7,7,3,3,3,1
20434,13,0,7,7,31,12,1,1
20435,0,8,3,0,18,2,1,0
20436,1,0,1,0,40,2,1,0
20437,1,0,2,0,40,2,1,0
20438,1,18,8,0,18,2,1,0
20439,1,0,2,2,0,6,3,2
20440,0,0,3,2,10,6,1,2
20441,1,34,2,2,17,6,1,2
20442,2,0,11,7,24,6,1,1
20443,1,0,8,2,3,6,1,2
20444,1,0,0,3,11,6,1,7
20445,1,0,4,2,10,6,1,2
20446,0,15,2,5,38,6,1,4
20447,8,67,1,0,89,2,1,0
20448,10,0,0,3,11,3,1,7
20449,5,39,8,5,7,4,1,4
20450,3,38,0,1,81,4,1,6
20451,12,5,0,1,3,4,1,6
20452,5,5,4,1,3,4,1,6
20453,12,31,6,1,3,4,1,6
20454,0,0,1,0,55,6,1,0
20455,7,0,6,1,0,4,1,6
20456,1,0,3,1,56,4,1,9
20457,5,0,7,7,3,12,2,5
20458,1,0,1,0,18,2,1,0
20459,2,26,2,6,61,2,1,3
20460,2,1,8,4,13,4,1,8
20461,5,0,2,1,0,4,2,5
20462,9,0,1,1,3,6,1,6
20463,14,0,8,1,5,4,1,6
20464,1,85,5,1,5,4,1,9
20465,0,0,5,7,3,6,1,1
20466,0,93,5,1,0,10,1,6
20467,0,0,1,1,1,4,1,6
20468,2,51,0,7,88,6,1,1
20469,1,28,3,1,4,6,1,9
20470,8,0,3,0,0,14,2,5
20471,3,0,0,0,19,0,1,0
20472,0,0,5,0,14,0,1,0
20473,1,0,10,0,64,10,1,0
20474,5,0,0,0,15,0,1,0
20475,15,52,0,7,0,6,1,1
20476,10,77,0,7,88,6,1,1
20477,11,9,1,1,13,6,1,6
20478,0,71,1,0,81,4,1,0
20479,12,26,4,1,5,4,1,6
20480,7,0,3,1,7,4,1,6
20481,1,0,5,1,6,6,1,9
20482,6,0,3,1,5,6,2,5
20483,0,0,3,1,5,6,4,6
20484,12,43,1,1,5,6,1,6
20485,9,0,2,3,41,6,1,4
20486,2,0,8,3,81,4,1,7
20487,1,23,1,0,12,8,1,0
20488,2,0,2,3,66,4,2,5
20489,1,0,1,0,4,12,1,0
20490,1,24,10,0,17,12,1,0
20491,0,0,3,0,3,2,2,5
20492,11,33,3,0,3,2,1,0
20493,11,33,1,0,3,2,1,0
20494,3,0,1,0,3,2,4,0
20495,1,0,5,0,55,2,1,0
20496,5,0,1,0,3,2,1,0
20497,0,82,2,0,3,2,1,0
20498,1,0,1,6,15,6,1,3
20499,11,13,10,6,25,6,1,3
20500,2,13,0,6,25,6,1,3
20501,1,29,8,6,25,6,1,3
20502,5,0,1,6,61,6,1,3
20503,3,72,1,6,48,6,1,3
20504,1,13,1,0,18,2,1,0
20505,7,5,3,0,18,2,1,0
20506,2,0,3,0,70,2,2,5
20507,0,0,1,0,2,2,1,0
20508,1,0,10,0,52,2,1,0
20509,0,0,3,0,51,2,2,5
20510,15,10,1,0,2,2,1,0
20511,0,8,2,2,11,6,1,2
20512,1,42,3,2,5,6,1,2
20513,0,2,2,2,11,6,1,2
20514,1,0,1,2,10,6,5,2
20515,6,8,1,2,42,6,1,2
20516,7,0,1,2,7,6,1,2
20517,6,0,5,2,0,6,1,2
20518,2,0,7,7,78,12,1,1
20519,12,12,6,7,0,0,1,1
20520,10,0,7,7,0,12,2,5
20521,14,0,7,7,0,12,5,1
20522,12,0,7,7,10,12,1,1
20523,0,0,7,7,84,12,1,1
20524,12,0,7,7,7,12,1,1
20525,12,0,7,7,3,12,1,1
20526,2,0,7,7,41,6,1,1
20527,3,0,0,7,47,2,1,1
20528,7,0,5,0,0,10,1,0
20529,14,0,1,7,10,6,1,1
20530,1,0,1,2,7,4,4,2
20531,0,0,2,3,11,12,4,4
20532,11,0,2,3,5,12,1,4
20533,1,36,2,2,13,4,1,2
20534,3,0,2,3,11,10,1,4
20535,0,0,0,3,5,12,1,7
20536,2,0,12,3,5,10,2,5
20537,4,0,1,2,3,4,1,2
20538,2,0,7,3,11,10,2,5
20539,5,87,0,0,18,6,1,0
20540,0,70,0,0,18,6,1,0
20541,6,13,3,0,18,6,1,0
20542,2,0,9,3,1,6,1,7
20543,2,0,9,3,1,2,1,7
20544,0,0,9,3,51,2,1,7
20545,3,33,1,7,3,4,1,1
20546,0,28,1,1,20,1,1,6
20547,2,0,11,7,3,4,1,1
20548,9,0,3,7,48,4,1,1
20549,9,0,2,7,3,4,1,1
20550,6,32,1,1,3,4,1,6
20551,5,0,2,1,3,4,2,5
20552,5,0,7,1,11,4,2,5
20553,14,0,1,7,11,4,1,1
20554,1,0,6,1,11,4,1,9
20555,0,24,1,1,11,2,1,6
20556,0,18,4,1,3,2,1,6
20557,2,0,2,5,92,6,1,4
20558,2,0,6,7,7,4,4,1
20559,3,8,1,1,17,10,1,6
20560,7,0,2,1,3,10,2,5
20561,5,48,6,7,5,6,1,1
20562,1,42,2,1,0,10,1,9
20563,5,7,1,1,86,10,1,6
20564,0,64,3,7,9,4,1,1
20565,1,35,3,1,42,10,1,9
20566,7,0,0,1,0,10,2,5
20567,11,0,2,7,7,6,1,1
20568,5,0,0,5,0,4,1,7
20569,2,0,8,4,73,6,1,8
20570,4,82,9,4,17,6,1,8
20571,2,5,2,4,18,6,1,8
20572,4,5,1,4,21,6,1,8
20573,1,86,1,6,18,6,1,3
20574,10,0,13,4,38,6,1,8
20575,0,0,3,1,11,6,3,6
20576,1,0,7,6,25,2,1,3
20577,1,0,3,1,11,6,4,9
20578,1,47,6,7,12,4,1,1
20579,6,0,3,1,11,6,2,5
20580,1,21,3,1,39,10,1,9
20581,0,11,3,1,0,10,1,6
20582,2,0,13,4,38,6,1,8
20583,1,46,1,6,18,6,1,3
20584,2,0,13,4,70,6,2,5
20585,9,0,1,6,63,6,1,3
20586,0,13,1,6,5,2,1,3
20587,5,3,1,1,0,2,1,6
20588,6,0,2,1,81,4,1,6
20589,4,53,0,7,53,4,1,1
20590,2,0,6,7,92,4,1,1
20591,15,41,4,7,63,12,1,1
20592,6,2,1,1,3,6,1,6
20593,1,8,2,1,3,6,1,9
20594,1,9,1,1,3,6,1,9
20595,0,4,0,7,5,7,1,1
20596,6,0,3,7,32,7,1,1
20597,5,0,10,7,71,7,1,1
20598,5,0,7,7,71,7,1,1
20599,2,0,12,3,3,5,3,7
20600,3,0,1,7,32,3,1,1
20601,4,0,2,3,5,5,4,4
20602,2,67,0,3,18,5,1,7
20603,2,0,2,3,40,5,3,4
20604,4,82,0,3,72,5,1,7
20605,1,0,2,3,51,5,1,4
20606,1,43,1,1,0,5,2,9
20607,6,0,1,1,0,7,10,6
20608,1,39,0,1,0,7,1,9
20609,10,15,0,3,18,5,1,7
20610,10,0,7,7,37,3,1,1
20611,12,0,7,7,37,3,1,1
20612,10,0,7,7,5,7,1,1
20613,3,0,2,3,5,5,4,4
20614,3,0,0,3,18,5,1,7
20615,11,0,9,3,51,5,1,7
20616,4,30,0,3,54,9,1,7
20617,2,0,0,3,2,5,1,7
20618,4,0,2,3,80,5,1,4
20619,4,0,0,3,80,5,2,5
20620,4,0,9,3,11,5,2,5
20621,3,49,6,1,21,7,1,6
20622,0,8,1,1,13,7,1,6
20623,0,83,1,1,10,7,1,6
20624,5,0,7,7,32,7,1,1
20625,2,0,7,7,5,7,4,1
20626,4,0,0,3,3,7,4,7
20627,5,0,2,3,3,7,3,4
20628,12,0,2,3,3,7,2,5
20629,2,0,12,3,27,7,1,7
20630,1,0,2,3,91,7,1,4
20631,2,0,12,3,61,7,1,7
20632,0,34,0,3,72,7,1,7
20633,14,0,1,3,0,7,1,7
20634,6,38,1,1,42,7,1,6
20635,0,0,2,3,14,5,1,4
20636,0,0,10,1,3,7,3,6
20637,6,0,0,1,11,7,1,6
20638,5,0,0,7,5,7,2,5
20639,5,73,4,1,21,7,1,6
20640,6,13,3,1,42,7,1,6
20641,5,13,0,1,42,7,1,6
20642,0,15,4,1,4,7,1,6
20643,5,50,11,1,42,7,1,6
20644,12,0,0,7,11,7,1,1
20645,7,13,11,1,17,7,1,6
20646,7,13,12,1,13,7,1,6
20647,1,0,5,6,0,9,1,3
20648,0,0,2,3,21,7,1,4
20649,1,31,10,7,35,7,1,1
20650,3,0,2,3,3,7,2,5
20651,0,0,8,7,15,7,1,1
20652,2,0,2,3,38,7,1,4
20653,1,0,2,7,0,7,2,5
20654,11,0,15,3,48,7,1,7
20655,2,82,3,7,18,7,1,1
20656,2,38,0,3,1,7,1,7
20657,2,0,10,7,14,3,1,1
20658,15,0,9,3,6,9,1,7
20659,1,0,10,2,0,7,3,2
20660,2,0,1,2,0,3,5,2
20661,1,0,3,1,11,7,8,9
20662,2,0,2,3,5,7,5,4
20663,2,0,2,7,46,3,1,1
20664,14,4,8,1,11,7,1,6
20665,1,91,5,3,5,7,1,7
20666,2,0,0,3,6,7,8,7
20667,10,0,0,5,64,7,2,5
20668,0,0,12,3,0,7,1,7
20669,14,56,3,1,17,7,1,6
20670,3,0,2,3,0,7,2,5
20671,3,0,9,3,6,7,1,7
20672,2,0,2,5,11,7,1,4
20673,2,0,1,2,48,7,1,2
20674,3,0,2,3,20,7,1,4
20675,0,0,5,2,47,7,2,5
20676,2,0,0,3,3,9,4,7
20677,8,0,1,1,67,7,2,5
20678,1,0,4,1,3,7,3,9
20679,1,0,0,1,3,7,12,9
20680,0,0,3,1,3,7,3,6
20681,6,0,2,1,3,7,5,6
20682,5,0,3,1,3,7,4,6
20683,2,0,1,3,5,7,1,7
20684,6,0,2,3,6,7,4,4
20685,7,0,0,5,64,7,1,7
20686,6,0,2,3,5,7,1,4
20687,14,0,3,1,0,7,1,6
20688,0,0,1,3,5,7,3,7
20689,4,0,9,3,6,7,6,7
20690,6,0,0,5,11,7,1,7
20691,1,22,8,2,72,3,1,2
20692,3,35,5,2,18,7,1,2
20693,2,0,0,5,6,7,1,7
20694,5,0,1,5,0,7,2,5
20695,1,71,4,2,17,7,1,2
20696,15,0,3,1,0,7,1,6
20697,4,0,2,3,5,7,5,4
20698,2,0,1,3,65,7,1,7
20699,2,0,9,3,6,5,2,5
20700,5,0,0,1,11,7,4,6
20701,6,0,1,1,11,7,7,6
20702,5,0,2,3,5,7,1,4
20703,1,22,1,1,80,14,1,9
20704,0,15,3,1,13,14,1,6
20705,1,21,3,1,21,14,1,9
20706,12,0,0,1,32,14,1,6
20707,0,21,3,1,0,14,1,6
20708,0,83,0,1,3,14,1,6
20709,2,0,1,3,6,4,2,5
20710,1,0,6,1,6,14,1,9
20711,11,0,6,7,21,2,1,1
20712,6,0,6,1,5,11,1,6
20713,12,0,1,1,5,11,1,6
20714,3,15,10,1,20,8,1,6
20715,5,0,0,3,5,7,1,7
20716,0,0,3,1,11,7,2,5
20717,14,0,2,3,19,3,4,4
20718,4,0,12,3,27,3,1,7
20719,11,0,2,3,68,5,1,4
20720,10,0,12,3,5,9,1,7
20721,2,0,12,3,5,9,1,7
20722,2,0,10,7,5,7,4,1
20723,2,0,2,3,0,9,4,4
20724,1,0,5,2,5,7,1,2
20725,8,0,1,1,0,14,10,6
20726,11,0,4,7,5,12,1,1
20727,2,0,4,7,0,12,2,5
20728,4,0,7,7,67,1,2,5
20729,2,0,7,7,8,0,1,1
20730,7,0,2,1,1,12,1,6
20731,2,1,0,7,35,12,1,1
20732,8,0,1,1,11,12,3,6
20733,7,0,1,1,11,12,3,6
20734,2,96,7,7,11,1,1,1
20735,1,0,8,1,11,12,5,9
20736,3,0,10,7,0,12,2,5
20737,0,0,7,7,27,1,1,1
20738,3,0,7,7,11,1,3,1
20739,0,0,5,1,11,12,4,6
20740,14,0,7,7,54,1,1,1
20741,15,0,7,7,3,1,1,1
20742,1,0,0,1,3,14,15,9
20743,3,0,7,7,27,1,1,1
20744,0,54,4,7,18,12,1,1
20745,2,0,8,4,1,12,1,8
20746,2,0,13,4,68,12,1,8
20747,5,13,0,7,0,12,1,1
20748,1,14,3,1,17,14,1,9
20749,0,0,10,7,6,12,1,1
20750,1,41,3,7,0,12,1,1
20751,6,21,5,1,39,2,1,6
20752,5,0,7,7,40,12,3,1
20753,5,0,6,1,0,0,1,6
20754,0,0,5,1,5,0,4,6
20755,1,0,11,1,5,0,1,9
20756,7,0,5,1,5,0,1,6
20757,2,0,1,1,0,0,5,6
20758,7,0,1,1,7,12,1,6
20759,1,15,0,5,64,12,1,7
20760,16,0,0,5,5,12,2,5
20761,0,0,1,1,7,12,4,6
20762,7,0,2,1,3,0,1,6
20763,16,77,4,1,0,10,1,6
20764,1,0,4,7,56,2,1,1
20765,1,0,8,2,10,12,1,2
20766,1,0,6,1,0,0,4,9
20767,15,0,2,7,0,8,1,1
20768,4,0,4,7,26,9,1,1
20769,4,2,0,7,26,9,1,1
20770,5,0,0,1,3,13,2,5
20771,1,45,1,1,81,13,1,9
20772,1,13,1,1,4,0,1,9
20773,0,0,1,1,54,0,5,6
20774,0,13,8,1,21,0,1,6
20775,2,0,3,7,20,12,1,1
20776,0,0,5,1,13,12,1,6
20777,7,51,0,6,6,10,1,3
20778,1,34,6,6,6,10,1,3
20779,6,1,1,1,0,8,1,6
20780,7,2,5,1,0,8,1,6
20781,1,55,8,1,32,8,1,9
