,INCIDENT_UNIQUE_IDENTIFIER,SUBJECT_GENDER,SUBJECT_DETAILS,SUBJECT_RACE,SUBJECT_DETAILS.2,SEARCH_REASON,INCIDENT_REASON,INCIDENT_REASON.1,VEHICLE_MAKE,VEHICLE_YEAR,VEHICLE_COLOR,VEHICLE_DETAILS,VEHICLE_DETAILS.1,OFFICER_SUPERVISOR,OFFICER_ID,OFFICER_ASSIGNMENT,OFFICER_AGE,LOCATION_STREET_NUMBER,LOCATION_CITY,Year,Month,Day,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,SEARCH_CONDUCTED,SEARCH_CONDUCTED,DISPOSITION,DISPOSITION,DISPOSITION,subject_Cluster_K_Means,subject_Cluster_GMM,vehicle_Cluster_K_Means,vehicle_Cluster_GMM,location_Cluster_K_Means,location_Cluster_GMM,officer_Cluster_K_Means,officer_Cluster_GMM,action_Cluster_K_Means,action_Cluster_GMM,date_Cluster_K_Means,date_Cluster_GMM
77225,OTHER,1,NO,Hispanic,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10166.0,95151,1,0.17142857142857143,543,Boston,0.75,0.09090909090909091,0.6,0,0,0,1,0,1,0,0,1,0,14,12,0,0,0,4,3,1,1,11,9,15
117196,OTHER,1,YES,Black,Dark,CONSENT SEARCH,INVESTIGATIVE,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10251.0,11106,8,0.17142857142857143,2893,Boston,0.75,0.8181818181818182,0.9999999999999999,0,1,0,1,0,1,0,0,1,0,2,26,0,0,0,12,3,4,3,15,5,19
93056,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,9765,11,0.18571428571428572,OTHER,Roslindale,0.0,0.9090909090909091,0.43333333333333335,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,15,3,1,3,10,12,57
57537,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,116113,4,0.17142857142857143,485,Mattapan,0.5,0.7272727272727273,0.3,0,0,0,1,1,1,0,0,1,0,2,26,0,0,0,19,3,1,1,23,8,13
89199,OTHER,1,NO,Black,Med,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,83200,16,0.15714285714285714,OTHER,Roxbury,0.25,0.4545454545454545,0.7666666666666667,0,1,0,0,0,1,0,0,1,0,3,7,0,0,2,7,3,1,6,28,11,49
1464,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10534.0,86209,8,0.17142857142857143,2893,Boston,0.75,0.36363636363636365,0.9,0,1,0,0,1,1,0,0,1,1,2,26,0,0,0,12,3,1,4,35,3,55
149707,OTHER,1,YES,Black,Light,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,VAL,HONDA,2003.0,GREY,PASSENGER,MA,86199.0,106678,16,0.15714285714285714,OTHER,Roxbury,1.0,0.36363636363636365,0.16666666666666669,0,1,0,1,0,0,1,0,1,0,8,6,4,8,2,7,29,4,6,28,10,46
50408,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,108892,16,0.18571428571428572,OTHER,Mattapan,0.5,0.7272727272727273,0.3,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,13,3,4,5,2,8,13
40783,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,10251,8,0.18571428571428572,2893,Boston,0.0,0.4545454545454545,0.03333333333333333,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,12,3,1,1,12,0,20
112300,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,107106,16,0.18571428571428572,OTHER,Dorchester,0.75,0.8181818181818182,0.9999999999999999,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,3,7,1,0,18,5,19
45236,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,VAL,TOYOTA,2001.0,WHITE,DRIVER,MA,7998.0,95135,4,0.17142857142857143,485,Mattapan,0.75,0.2727272727272727,0.43333333333333335,0,1,0,1,0,1,0,0,1,0,2,2,3,3,0,19,3,1,2,3,7,22
79033,OTHER,1,NO,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8022.0,11200,6,0.1,OTHER,South Boston,0.0,0.7272727272727273,0.7666666666666667,0,0,0,1,0,1,0,0,1,0,9,14,0,0,0,6,3,1,1,11,5,31
15488,OTHER,1,YES,White,Med,PROBABLE CAUSE,INVESTIGATIVE,LOUD PARTY,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,92675,3,0.32857142857142857,485,Dorchester,0.5,0.4545454545454545,0.9666666666666667,0,1,0,1,0,1,0,0,1,0,6,3,0,0,1,5,10,1,2,13,3,18
1139,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,PROSTITUTION,HONDA,2002.0,GREY,DRIVER,MA,8695.0,11591,5,0.18571428571428572,1350,OTHER,0.25,0.4545454545454545,0.3666666666666667,0,1,0,1,0,1,0,0,1,0,1,28,3,10,0,30,3,1,2,23,8,20
36248,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,OTHER,VAL,HONDA,2008.0,BLACK,DRIVER,MA,11359.0,93863,10,0.17142857142857143,OTHER,OTHER,0.75,0.9090909090909091,0.0,0,1,0,0,1,1,0,0,1,0,2,2,1,1,0,2,3,1,6,21,6,29
122101,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,108892,16,0.18571428571428572,OTHER,Roxbury,0.75,0.09090909090909091,0.7666666666666667,0,1,0,1,1,1,0,0,1,0,5,4,0,0,2,7,3,4,1,23,15,15
32254,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8695.0,81732,10,0.17142857142857143,OTHER,OTHER,0.0,0.36363636363636365,0.2,0,1,0,0,0,1,0,0,1,0,2,2,0,0,0,2,3,1,0,18,10,26
152061,OTHER,1,YES,Black,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8237.0,12271,9,0.15714285714285714,822,Roxbury,1.0,0.36363636363636365,0.5,0,1,0,1,0,1,0,0,1,0,8,6,0,0,0,33,3,1,5,2,1,39
87233,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2002.0,GREY,DRIVER,MA,11610.0,11646,8,0.18571428571428572,4124,Dorchester,0.5,0.09090909090909091,0.5666666666666667,0,1,1,1,1,1,1,0,1,0,5,24,3,10,1,31,3,1,5,29,9,15
40642,OTHER,1,YES,White,Med,PROBABLE CAUSE,OTHER,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,9022.0,11680,8,0.32857142857142857,4771,Roxbury,0.0,0.36363636363636365,0.5666666666666667,0,0,0,1,0,1,0,0,1,0,6,3,0,0,0,46,3,1,0,15,1,1
19512,OTHER,1,YES,Black,Med,PROBABLE CAUSE,RADIO CALL,WARRANTS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8971.0,75660,16,0.18571428571428572,OTHER,Dorchester,0.5,0.6363636363636364,0.43333333333333335,0,1,1,1,1,1,0,1,1,0,1,1,0,0,2,3,3,1,4,31,8,48
12040,OTHER,1,YES,White,Light,PROBABLE CAUSE,RADIO CALL,OTHER,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10845.0,11322,3,0.2571428571428571,485,Roxbury,0.0,0.1818181818181818,0.6,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,8,3,1,4,26,9,43
143797,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,OTHER,INVESTIGATE,HONDA,2003.0,GREY,PASSENGER,MA,86124.0,75659,16,0.18571428571428572,OTHER,Dorchester,0.75,0.09090909090909091,0.8666666666666667,0,1,0,1,0,1,0,0,1,0,1,1,4,8,2,3,3,1,0,18,15,15
74980,OTHER,1,NO,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8695.0,81410,5,0.15714285714285714,1350,Dorchester,0.0,0.7272727272727273,0.7333333333333333,0,1,0,1,0,1,0,0,1,0,3,7,0,0,1,10,3,1,5,2,5,31
16539,OTHER,1,NO,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,9375.0,99737,16,0.14285714285714285,OTHER,Dorchester,0.75,0.36363636363636365,0.8,0,1,0,0,0,1,0,0,1,0,4,8,0,0,1,3,3,1,1,12,3,55
29041,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,81408,16,0.18571428571428572,1350,South Boston,0.0,0.8181818181818182,0.6666666666666666,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,0,3,1,3,10,14,25
50414,OTHER,1,YES,Black,Med,CONSENT SEARCH,INVESTIGATIVE,INVESTIGATE,FORD,2000.0,RED,PASSENGER,MA,10132.0,98656,16,0.18571428571428572,OTHER,Roxbury,0.5,0.9999999999999999,0.43333333333333335,0,1,1,1,1,1,1,0,1,0,1,1,2,11,2,7,2,1,3,18,12,21
140138,OTHER,1,NO,Hispanic,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11826.0,91925,16,0.1,4562,Boston,0.25,0.0,0.8666666666666667,0,1,0,1,1,1,0,0,1,0,9,12,0,0,2,9,3,1,0,18,15,41
115862,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10132.0,75659,16,0.17142857142857143,OTHER,Roxbury,0.75,0.7272727272727273,0.03333333333333333,0,1,0,1,0,1,0,0,1,0,2,2,0,0,2,7,3,1,1,5,6,53
81139,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,OTHER,INVESTIGATE,HONDA,2000.0,GREEN,DRIVER,MA,10132.0,108890,16,0.17142857142857143,OTHER,Dorchester,0.75,0.5454545454545454,0.3666666666666667,0,1,0,0,0,1,0,0,1,0,2,2,3,12,2,3,3,4,0,18,8,9
116992,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,103551,4,0.18571428571428572,485,Dorchester,0.25,0.6363636363636364,0.4666666666666667,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,3,4,0,18,8,42
84509,OTHER,1,YES,White,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10534.0,53071,8,0.2571428571428571,2893,OTHER,0.5,0.6363636363636364,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,21,3,1,5,22,8,48
15028,OTHER,1,YES,Black,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8773.0,98665,5,0.15714285714285714,1350,Dorchester,0.5,0.09090909090909091,0.0,0,1,0,1,1,1,0,0,1,0,8,6,0,0,1,10,3,1,5,2,4,14
60686,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,TOYOTA,2001.0,WHITE,DRIVER,MA,8695.0,91202,5,0.17142857142857143,1350,Dorchester,0.0,0.9999999999999999,0.4666666666666667,0,1,1,0,1,1,1,1,1,0,2,26,3,3,1,10,3,1,5,1,12,21
66110,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10251.0,98667,8,0.17142857142857143,4771,Roxbury,0.25,0.09090909090909091,0.7,0,1,0,1,0,1,0,0,1,0,2,2,0,0,0,46,3,1,5,2,9,15
6797,OTHER,1,YES,White,Light,REASONABLE SUSPICION,OTHER,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8835.0,105627,8,0.2571428571428571,2893,Boston,0.5,0.09090909090909091,0.13333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,12,3,4,0,19,4,3
100653,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10965.0,103749,5,0.2571428571428571,1350,Dorchester,0.75,0.8181818181818182,0.26666666666666666,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,10,3,4,1,12,12,40
83942,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,VAL,FORD,2000.0,RED,PASSENGER,MA,11756.0,107106,4,0.18571428571428572,485,Dorchester,0.5,0.4545454545454545,0.5666666666666667,0,1,0,1,0,1,0,0,1,0,1,1,2,11,1,1,7,1,2,21,1,49
127722,OTHER,1,YES,Black,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,116209,4,0.15714285714285714,3844,Hyde Park,1.0,0.0,0.4,0,1,0,1,1,1,0,0,1,0,8,6,0,0,0,42,3,1,0,18,9,30
96545,OTHER,1,YES,Black,Light,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11689.0,102673,16,0.15714285714285714,OTHER,Dorchester,0.75,0.8181818181818182,0.16666666666666669,0,1,0,1,0,1,0,0,0,1,8,6,0,0,2,3,3,4,4,4,6,40
30931,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2001.0,WHITE,PASSENGER,MA,8835.0,12261,3,0.18571428571428572,485,OTHER,0.0,0.9999999999999999,0.16666666666666669,0,0,0,1,0,1,0,0,1,0,1,28,2,9,0,17,3,1,3,10,6,21
105229,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,9600.0,116896,1,0.17142857142857143,4771,South End,0.75,0.36363636363636365,0.2,0,0,0,1,0,1,0,0,1,0,2,26,0,0,0,48,3,1,3,30,10,26
131054,OTHER,1,YES,White,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,102910,1,0.2571428571428571,2800,Charlestown,0.0,0.5454545454545454,0.9333333333333333,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,20,3,1,0,18,13,56
38812,OTHER,1,YES,Black,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,11447,16,0.15714285714285714,485,OTHER,0.0,0.36363636363636365,0.2,0,1,0,0,1,1,0,0,1,0,8,6,0,0,2,18,3,4,5,22,10,26
85430,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,MV ACCIDENT,HONDA,2002.0,GREY,DRIVER,MA,8835.0,103561,8,0.18571428571428572,4771,Roxbury,0.75,0.9090909090909091,0.26666666666666666,0,1,0,1,0,1,0,0,1,0,1,1,5,10,0,46,3,1,2,13,12,57
48497,OTHER,1,YES,White,Fair,PROBABLE CAUSE,INVESTIGATIVE,INJURED PERSON,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11401.0,116107,7,0.14285714285714285,1033,Brighton,0.75,0.09090909090909091,0.2,0,1,0,1,0,1,0,0,1,0,12,20,0,0,0,27,3,1,2,13,4,3
151701,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,INVESTIGATE,HONDA,1999.0,GREEN,PASSENGER,MA,11756.0,116141,4,0.17142857142857143,485,Dorchester,1.0,0.36363636363636365,0.43333333333333335,0,1,0,0,0,1,0,0,1,0,2,2,2,2,1,1,19,1,5,16,7,39
7865,OTHER,1,YES,White,Light,PROBABLE CAUSE,RADIO CALL,LARCENY,FORD,2000.0,RED,PASSENGER,MA,8662.0,54014,6,0.2571428571428571,106,OTHER,0.25,0.9999999999999999,0.26666666666666666,0,1,1,1,1,0,1,0,1,0,0,0,2,11,0,23,3,1,4,18,12,21
124231,OTHER,1,YES,White,Med,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,VAL,FORD,2000.0,RED,PASSENGER,MA,8311.0,99822,10,0.32857142857142857,OTHER,OTHER,0.0,0.6363636363636364,0.03333333333333333,0,1,0,1,0,1,0,0,1,0,6,3,2,11,0,2,3,1,2,3,0,24
140355,OTHER,1,YES,White,Fair,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,98645,1,0.14285714285714285,543,Boston,0.5,0.7272727272727273,0.7,0,0,0,1,0,1,0,0,1,0,12,18,0,0,0,4,3,1,3,10,5,31
67572,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,98656,16,0.18571428571428572,OTHER,Dorchester,0.25,0.0,0.3666666666666667,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,3,2,1,5,2,4,30
116209,OTHER,1,YES,White,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,11899,1,0.2571428571428571,543,Boston,0.5,0.6363636363636364,0.13333333333333333,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,3,1,3,10,0,24
8900,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10060.0,95168,1,0.18571428571428572,4771,South End,0.25,0.9090909090909091,0.2,0,1,0,0,0,1,0,0,1,0,5,4,0,0,0,48,3,1,0,19,6,57
39953,OTHER,1,YES,Black,Med,CONSENT SEARCH,MOTOR VEHICLE VIOLATION,VAL,TOYOTA,2001.0,WHITE,DRIVER,MA,11756.0,102662,4,0.18571428571428572,485,OTHER,0.5,0.36363636363636365,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,1,1,3,3,0,16,3,1,2,28,7,46
36280,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,PUBLIC DRINKING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8835.0,51201,3,0.18571428571428572,485,Dorchester,0.25,0.09090909090909091,0.0,0,1,0,1,0,1,0,0,1,1,1,28,0,0,1,5,3,1,2,23,4,14
22940,OTHER,1,NO,Black,Med,REASONABLE SUSPICION,OTHER,VAL,HONDA,1999.0,GREEN,PASSENGER,MA,11826.0,98656,16,0.15714285714285714,485,OTHER,0.25,0.09090909090909091,0.7333333333333333,0,1,0,1,0,1,1,0,1,0,3,7,2,2,2,18,2,1,6,21,15,15
127215,OTHER,1,NO,White,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2000.0,BLUE,PASSENGER,MA,10132.0,75636,8,0.17142857142857143,2893,Boston,0.0,0.2727272727272727,0.8333333333333334,0,1,0,1,0,1,0,0,1,0,10,22,2,13,0,12,3,1,5,2,3,10
83418,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,102361,3,0.2571428571428571,485,Roxbury,0.5,0.2727272727272727,0.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,8,3,1,1,12,3,10
108695,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,DRUGS,HONDA,2002.0,BLACK,PASSENGER,MA,11689.0,83575,16,0.18571428571428572,OTHER,Dorchester,0.75,0.8181818181818182,0.13333333333333333,0,1,0,1,1,1,0,0,1,0,5,4,2,6,2,3,15,1,2,30,6,52
134600,OTHER,1,YES,White,Light,REASONABLE SUSPICION,OTHER,LARCENY,FORD,2000.0,RED,DRIVER,MA,8662.0,106710,6,0.2571428571428571,106,OTHER,0.25,0.5454545454545454,0.7,0,0,0,1,0,1,0,0,1,0,0,0,3,7,0,23,3,1,0,18,11,36
40283,OTHER,1,YES,Hispanic,Med,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10402.0,11578,10,0.18571428571428572,OTHER,OTHER,0.0,0.4545454545454545,0.8,0,1,0,1,0,1,0,0,1,0,5,4,0,0,0,2,3,1,4,18,3,49
129948,OTHER,1,NO,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,116209,1,0.1,OTHER,OTHER,0.0,0.5454545454545454,0.7,0,0,0,1,0,1,0,0,1,1,9,14,0,0,0,14,3,1,1,11,11,36
141105,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,VAL,HONDA,2003.0,GREY,PASSENGER,MA,8835.0,106714,3,0.17142857142857143,485,Dorchester,0.0,0.7272727272727273,0.16666666666666669,0,1,0,1,1,1,1,0,1,0,2,2,4,8,1,5,3,1,2,15,6,13
33855,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,75636,16,0.18571428571428572,OTHER,Roxbury,0.5,0.1818181818181818,0.4,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,7,3,1,5,2,7,43
46074,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,56108,1,0.17142857142857143,543,Boston,0.5,0.1818181818181818,0.0,0,0,0,1,0,1,0,0,1,0,2,26,0,0,0,4,12,1,3,30,10,45
47800,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,116234,3,0.18571428571428572,485,Dorchester,0.5,0.6363636363636364,0.9999999999999999,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,5,3,1,5,2,13,4
95944,OTHER,1,NO,Black,Dark,REASONABLE SUSPICION,OTHER,VAL,HONDA,2003.0,GREY,PASSENGER,MA,86124.0,116222,16,0.14285714285714285,OTHER,Dorchester,0.75,0.8181818181818182,0.23333333333333334,0,1,0,1,0,1,0,0,1,0,4,25,4,8,2,3,3,1,6,21,12,40
